Code,Area,Total,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Rep of Ireland,Spain,Sweden,French Overseas Depts,Rep of Estonia,Czech Rep,Slovak Rep,Hungary,Rep of Latvia,Rep of Lithuania,Poland,Rep of Slovenia,Malta,Cyprus,Bulgaria,Romania,Switzerland,Norway,Iceland,Ukraine,Russian Federation,Rep of Armenia,Rep of Belarus,Rep of Moldova,Rep of Azerbaijan,Rep of Georgia,Turkey,Albania,Rep of Croatia,Rep of Bosnia-Herzegovina,Former Yug Rep of Macedonia,Serbia and Montenegro,Andorra,Monaco,Liechtenstein,Faroe Islands,Algeria,Angola,Benin,Bissau ..-Guinea-..,Botswana,Burkina Faso,Burundi,Cameroon,Cape Verde Islands,Central African Rep,Chad,Comoro Islands,Congo,Cote D Ivoire,Democratic Rep of Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Kenya,Lesotho,Liberia,Libya,Malagasy Rep,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Principe and Sao Tome,Rwanda,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,St Helena and Deps,Sudan,Swaziland,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe,Afghanistan,Arab Emirates,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China Peoples Rep,_Macau,_Hong Kong,East Timor,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,North Korea,South Korea,Kuwait,Laos,Lebanon,Malaysia,_Sabah,Mongolia,Union of Myanmar ..-Burma-..,Nepal,Oman,Pakistan,Philippines,Qatar,Rep of Kazakhstan,Rep of Kyrgyzstan,Rep of Tajikistan,Rep of Turkmenistan,Rep of Uzbekistan,Saudi Arabia,Singapore,Sri Lanka,Syria,Taiwan,Thailand,Vietnam,Rep of Yemen,Maldive Islands,British Indian Ocean Islands,USA,Canada,Anguilla,Antigua,Argentina,Bahamas,Barbados,Barbuda,Belize,Bermuda,Bolivia,Brazil,Cayman Islands,Chile,Colombia,Commonwealth of Dominica,Costa Rica,Cuba,Dominican Rep,Ecuador,El Salvador,Falkland Islands and Deps,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Montserrat,Nevis - St Kitts-Nevis,Nicaragua,Panama,Paraguay,Peru,St Lucia,St Vincent and Grenadines,Suriname,Trinidad and Tobago,Turks and Caicos Islands,Uruguay,Venezuala,Virgin Islands ..-British-..,Australia,New Zealand,Fiji,Samoa,American Samoa,Tonga,Cook Islands,Micronesia ..-Sub Region-..,Papua New Guinea,Pitcairn,Solomon Islands,Vanuatu,Others and Unknown
00AL,Greenwich,3600,10,20,10,20,100,60,20,60,0,60,60,50,30,30,0,0,10,10,10,10,90,70,0,0,10,40,30,10,10,0,20,10,0,0,0,0,0,50,10,20,10,20,20,0,0,0,0,10,10,0,0,0,0,10,30,0,0,0,0,20,30,10,0,0,0,10,0,0,20,180,10,30,0,10,0,0,10,0,0,20,10,0,10,0,460,0,10,0,0,40,90,120,0,0,10,20,0,0,70,20,130,20,0,0,30,0,0,0,190,0,0,0,140,10,10,40,0,10,0,0,10,0,0,0,20,0,0,10,100,0,50,30,0,0,0,0,0,0,0,0,70,0,0,10,20,0,0,0,40,20,0,0,0,0,0,0,0,0,10,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,140,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,90,30,0,0,0,0,0,0,0,0,0,0,10
00AM,Hackney,5170,30,40,30,10,190,140,40,190,0,60,110,90,160,50,0,0,10,20,20,20,70,360,0,0,0,70,80,10,20,0,10,20,0,0,0,0,20,310,10,10,10,10,10,0,0,0,0,50,10,0,0,0,0,10,10,0,0,0,0,30,20,10,0,10,0,30,20,0,20,230,0,10,0,10,0,0,0,0,0,20,10,0,0,0,360,0,0,10,0,30,50,80,0,10,0,0,10,0,40,10,40,10,0,0,90,0,0,0,120,0,0,0,120,10,10,30,50,30,0,0,10,0,0,0,30,0,0,20,0,0,40,60,0,0,10,0,0,10,0,0,10,0,0,10,30,0,0,0,110,50,0,0,10,0,10,0,0,0,30,120,0,10,50,0,0,0,10,10,0,0,0,0,10,0,0,300,10,0,0,0,0,0,0,20,10,0,30,0,0,10,0,190,80,0,0,0,0,0,0,0,0,0,0,10
00AN,Hammersmith and Fulham,6320,30,30,40,20,330,170,50,250,0,80,90,160,190,80,0,10,20,30,20,10,30,350,0,0,0,50,20,10,20,0,30,20,0,0,0,0,10,40,10,20,10,30,10,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,40,50,0,10,40,0,10,0,0,10,0,0,0,0,10,30,0,0,0,40,0,0,0,0,10,120,260,0,20,0,0,0,0,20,0,20,20,0,0,30,0,0,0,80,0,0,0,90,0,60,40,0,40,10,0,30,0,0,10,10,0,40,10,10,0,50,170,0,10,10,0,0,10,0,10,10,0,0,60,0,0,0,0,220,110,0,0,20,0,0,0,0,0,10,130,0,10,80,0,0,0,0,10,0,0,10,0,10,0,0,70,10,0,0,0,0,0,10,0,0,0,10,0,0,30,0,1260,490,0,0,0,0,0,0,0,0,0,0,10
00AP,Haringey,7560,20,10,20,20,250,120,90,240,0,90,130,140,220,40,0,0,30,40,60,20,90,640,10,0,20,440,120,20,10,0,40,30,0,10,10,0,20,550,30,40,20,50,70,0,0,0,0,60,30,0,0,0,0,0,10,0,0,0,0,50,20,20,0,10,0,30,30,0,10,210,10,20,0,0,0,0,10,0,10,160,10,0,10,0,160,0,10,0,0,30,190,250,0,10,0,10,10,0,100,10,50,20,0,0,120,0,0,0,210,0,0,0,200,0,40,40,20,40,0,0,30,0,0,10,60,0,0,20,10,0,80,40,0,0,0,0,0,10,0,10,40,0,0,10,20,0,0,0,80,60,0,0,10,0,10,0,0,0,10,120,0,10,60,0,0,0,0,20,0,0,10,0,10,0,0,410,10,0,0,0,0,0,10,10,10,0,20,0,0,10,0,220,80,0,0,0,0,0,0,0,0,0,0,10
00AQ,Harrow,3130,10,10,20,10,60,80,10,10,0,50,70,100,20,20,0,0,10,30,10,10,40,130,0,0,0,30,110,0,20,0,10,10,0,0,0,0,0,40,10,10,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,110,0,0,0,0,0,0,0,20,10,0,0,0,40,0,0,0,0,0,100,80,0,0,0,20,0,0,20,0,40,60,0,0,30,0,0,0,60,0,0,0,530,0,20,20,20,10,0,0,10,10,0,0,20,0,0,10,20,0,100,60,0,0,0,0,0,10,0,10,380,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0
00AR,Havering,760,0,0,0,0,10,10,0,10,0,10,10,20,10,0,0,0,0,0,0,0,20,10,0,0,0,10,10,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,10,0,0,0,0,50,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,70,0,0,0,10,0,0,0,20,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,70,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0
00AS,Hillingdon,2720,0,10,30,10,60,70,10,30,0,40,80,50,20,30,0,0,10,10,0,0,30,80,0,0,0,20,20,0,10,0,10,10,0,0,0,0,0,20,10,10,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,0,0,20,0,30,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,10,130,110,0,0,0,10,0,0,10,10,100,70,0,0,30,0,0,0,60,0,0,0,440,0,20,20,0,10,0,0,10,0,0,10,20,0,0,30,20,0,170,100,0,0,0,0,0,0,0,0,150,10,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0
00AT,Hounslow,6350,10,20,30,10,210,120,20,110,0,110,210,90,120,30,0,0,20,20,10,10,80,430,0,0,0,80,40,10,20,0,30,20,0,0,0,0,10,30,10,20,10,20,10,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,110,0,40,0,0,0,0,10,0,0,30,10,0,0,0,40,0,10,0,10,0,120,210,0,10,0,20,0,0,70,10,140,100,0,0,40,0,0,0,60,0,0,0,1600,0,30,30,10,20,0,0,10,0,0,20,40,0,0,90,40,0,360,90,0,20,0,0,0,0,0,10,170,10,0,40,0,0,0,0,50,40,0,0,10,0,0,0,0,0,0,60,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,50,10,0,0,0,0,0,10,0,0,0,20,0,0,10,0,190,100,10,0,0,0,0,0,0,0,0,0,10
00AU,Islington,4690,20,10,30,20,200,180,70,280,0,70,70,160,190,90,0,0,20,20,20,10,30,230,10,0,10,70,30,20,30,0,10,30,0,0,0,0,30,150,10,20,10,20,20,0,0,0,0,30,10,0,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,30,30,0,0,40,0,10,0,10,0,0,0,0,0,30,10,0,0,0,70,0,0,0,0,10,110,90,0,10,0,0,0,0,0,0,10,10,0,0,80,0,0,0,110,0,0,0,70,0,30,10,20,80,0,0,30,0,0,10,40,0,0,0,10,0,40,40,0,0,0,0,0,0,0,10,10,0,0,20,10,0,0,0,160,90,0,0,10,0,0,0,0,0,20,90,0,0,50,0,0,0,0,20,0,0,0,0,10,0,0,70,10,0,0,0,0,0,10,0,0,0,20,0,0,0,0,500,140,0,0,0,0,0,0,0,0,0,0,10
00AW,Kensington and Chelsea,5160,20,40,50,20,460,200,60,340,0,90,80,80,280,150,0,10,10,30,10,10,20,100,0,0,0,30,30,40,40,0,20,30,0,0,0,0,0,40,0,10,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,10,0,0,20,0,0,0,0,10,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,30,160,0,10,0,0,0,10,10,0,10,0,0,0,20,0,0,0,40,0,0,0,90,0,40,60,10,70,10,0,20,10,0,30,30,0,20,0,10,0,30,180,0,0,0,0,0,0,10,30,20,0,0,40,10,0,0,0,510,120,0,0,30,0,0,0,0,0,10,80,0,10,60,0,0,0,0,10,0,0,0,0,0,0,0,20,20,0,0,0,0,0,10,0,0,0,10,0,0,10,0,570,120,0,0,0,0,0,0,0,0,0,0,0
00AX,Kingston upon Thames,1650,0,10,10,10,50,60,10,20,0,20,40,30,20,10,0,0,10,10,20,0,20,50,0,0,0,50,10,0,10,0,10,20,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,130,0,0,0,0,0,0,30,0,50,20,0,0,10,0,0,0,30,0,0,0,110,0,10,30,0,10,0,0,150,0,0,0,10,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0
00AY,Lambeth,7520,20,30,30,30,360,170,40,290,0,100,470,160,260,70,0,10,20,30,20,10,50,460,0,0,0,80,40,20,20,10,30,20,0,10,0,0,0,30,10,20,10,20,20,0,0,0,0,60,40,0,0,0,0,10,20,0,0,0,0,30,100,20,0,10,0,60,20,0,10,270,10,20,0,10,0,0,10,0,0,40,20,0,0,0,280,0,0,0,0,70,130,210,0,10,0,10,0,0,60,10,30,10,0,0,50,0,0,0,90,0,0,0,120,10,30,30,10,40,0,0,40,0,0,10,40,0,0,10,0,0,100,100,0,0,0,0,0,0,0,0,10,10,0,20,20,0,0,0,100,80,0,0,20,0,0,0,0,0,70,150,0,10,100,0,0,0,0,70,0,0,0,0,20,0,0,720,10,0,0,0,0,0,10,10,0,0,20,0,0,20,0,590,220,0,0,0,0,0,0,0,0,0,0,20
00AZ,Lewisham,5090,20,20,20,20,230,110,30,140,0,60,80,70,110,30,0,10,10,10,10,10,130,150,0,0,0,80,50,10,20,0,20,10,0,0,0,0,10,70,20,30,10,30,20,0,0,0,0,50,10,0,0,0,0,10,20,0,0,0,0,20,80,10,0,10,0,10,10,0,10,190,20,30,0,10,10,0,20,0,0,20,10,0,10,0,330,0,0,0,10,50,50,160,0,0,0,20,0,0,50,20,110,30,0,0,40,0,0,0,190,0,0,0,220,0,20,20,10,20,0,0,10,0,0,0,40,0,0,10,20,0,40,30,0,0,0,0,0,0,0,10,170,0,10,20,20,0,0,0,60,40,0,0,10,0,10,0,0,0,20,60,0,0,30,0,0,0,10,10,0,0,0,0,10,0,0,650,0,0,0,0,0,0,10,10,10,0,40,0,0,10,0,110,50,0,0,0,0,0,0,0,0,0,0,10
00BA,Merton,3630,20,10,20,10,70,110,10,60,0,40,40,60,20,20,0,0,10,10,10,0,50,240,0,0,0,110,30,10,20,0,10,10,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,150,0,10,0,0,0,0,0,0,10,60,10,0,0,0,40,0,0,0,0,10,30,610,0,0,0,0,0,0,40,0,50,10,0,0,40,0,0,0,30,0,0,0,140,0,10,10,0,20,0,0,70,0,0,10,10,0,0,0,0,0,150,30,0,0,0,0,0,0,0,0,280,0,0,30,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,250,90,0,0,0,0,0,0,0,0,0,0,0
00BB,Newham,8600,20,30,20,10,140,60,10,80,0,50,200,40,90,30,0,10,0,10,10,40,740,260,10,0,0,280,260,0,10,0,40,20,0,0,10,0,10,30,10,10,10,20,30,0,0,0,0,40,40,0,0,0,0,10,20,0,0,0,0,30,20,30,0,10,0,10,20,0,50,350,10,50,0,10,0,0,20,0,10,80,10,0,20,0,330,0,10,0,0,30,140,290,0,0,0,20,0,0,120,20,90,50,0,0,580,0,0,0,80,0,0,0,1300,0,10,20,10,10,0,0,10,0,0,0,50,0,10,10,20,0,880,140,0,0,0,0,0,0,0,10,250,0,0,20,10,0,0,0,20,20,0,0,0,0,0,0,0,0,10,80,0,0,30,0,0,0,10,20,0,0,0,0,10,0,0,160,0,0,0,0,0,0,0,20,10,0,20,0,0,10,0,90,40,0,0,0,0,0,0,0,0,0,0,20
00BC,Redbridge,3500,10,0,10,10,80,50,20,30,0,30,70,40,20,10,0,0,10,10,0,10,180,60,0,0,0,40,30,10,10,0,10,10,0,0,0,0,0,20,10,20,20,20,20,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,60,0,30,0,0,0,0,20,0,10,40,10,0,0,0,60,0,10,0,0,10,60,150,0,0,0,0,0,0,30,10,120,20,0,0,130,0,0,0,40,0,0,0,620,0,20,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,500,30,0,0,0,0,0,0,0,10,220,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,10
